cityname,i_o_length,prediction_horizon,grid_size,thresh,cx_sample_whole_data,cx_sample_single_point,CSR_PM_frac,CSR_PM_count,CSR_PM_no_thresh_median,CSR_PM_no_thresh_mean,,
london,4,4,55,1100,800,40,0.165,132,NULL,NULL,NULL,NULL
london,4,4,55,1300,800,40,0.3975,318,NULL,NULL,NULL,NULL
london,4,4,55,1500,800,40,0.66625,533,NULL,NULL,NULL,NULL
london,4,4,55,2000,800,40,0.845,676,NULL,NULL,NULL,NULL
london,4,4,55,2500,800,40,0.90375,723,NULL,NULL,NULL,NULL
london,4,4,55,3000,800,40,0.92625,741,NULL,NULL,NULL,NULL
london,4,4,55,3500,800,40,0.90375,723,NULL,NULL,NULL,NULL
london,4,5,55,100,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,5,55,200,800,40,0.0175,14,NULL,NULL,NULL,NULL
london,4,5,55,400,800,40,0.02625,21,NULL,NULL,NULL,NULL
london,4,5,55,600,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,4,5,55,800,800,40,0.0625,50,NULL,NULL,NULL,NULL
london,4,5,55,1100,800,40,0.17375,139,NULL,NULL,NULL,NULL
london,4,5,55,1300,800,40,0.3775,302,NULL,NULL,NULL,NULL
london,4,5,55,1500,800,40,0.6325,506,NULL,NULL,NULL,NULL
london,4,5,55,2000,800,40,0.86875,695,NULL,NULL,NULL,NULL
london,4,5,55,2500,800,40,0.92,736,NULL,NULL,NULL,NULL
london,4,5,55,3000,800,40,0.92375,739,NULL,NULL,NULL,NULL
london,4,5,55,3500,800,40,0.90625,725,NULL,NULL,NULL,NULL
london,4,6,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
london,4,6,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,6,55,400,800,40,0.02375,19,NULL,NULL,NULL,NULL
london,4,6,55,600,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,4,6,55,800,800,40,0.06125,49,NULL,NULL,NULL,NULL
london,4,6,55,1100,800,40,0.15875,127,NULL,NULL,NULL,NULL
london,4,6,55,1300,800,40,0.40375,323,NULL,NULL,NULL,NULL
london,4,6,55,1500,800,40,0.67625,541,NULL,NULL,NULL,NULL
london,4,6,55,2000,800,40,0.8575,686,NULL,NULL,NULL,NULL
london,4,6,55,2500,800,40,0.9,720,NULL,NULL,NULL,NULL
london,4,6,55,3000,800,40,0.93625,749,NULL,NULL,NULL,NULL
london,4,6,55,3500,800,40,0.9025,722,NULL,NULL,NULL,NULL
london,4,7,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,7,55,200,800,40,0.015,12,NULL,NULL,NULL,NULL
london,4,7,55,400,800,40,0.0425,34,NULL,NULL,NULL,NULL
london,4,7,55,600,800,40,0.04375,35,NULL,NULL,NULL,NULL
london,4,7,55,800,800,40,0.06,48,NULL,NULL,NULL,NULL
london,4,7,55,1100,800,40,0.18375,147,NULL,NULL,NULL,NULL
london,4,7,55,1300,800,40,0.40125,321,NULL,NULL,NULL,NULL
london,4,7,55,1500,800,40,0.69875,559,NULL,NULL,NULL,NULL
london,4,7,55,2000,800,40,0.84875,679,NULL,NULL,NULL,NULL
london,4,7,55,2500,800,40,0.92125,737,NULL,NULL,NULL,NULL
london,4,7,55,3000,800,40,0.945,756,NULL,NULL,NULL,NULL
london,4,7,55,3500,800,40,0.92625,741,NULL,NULL,NULL,NULL
london,4,8,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,8,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,8,55,400,800,40,0.01875,15,NULL,NULL,NULL,NULL
london,4,8,55,600,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,4,8,55,800,800,40,0.05625,45,NULL,NULL,NULL,NULL
london,4,8,55,1100,800,40,0.17625,141,NULL,NULL,NULL,NULL
london,4,8,55,1300,800,40,0.3675,294,NULL,NULL,NULL,NULL
london,4,8,55,1500,800,40,0.66625,533,NULL,NULL,NULL,NULL
london,4,8,55,2000,800,40,0.84625,677,NULL,NULL,NULL,NULL
london,4,8,55,2500,800,40,0.9175,734,NULL,NULL,NULL,NULL
london,4,8,55,3000,800,40,0.92625,741,NULL,NULL,NULL,NULL
london,4,8,55,3500,800,40,0.92875,743,NULL,NULL,NULL,NULL
london,1,1,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
london,1,1,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,1,1,55,400,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,1,1,55,600,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,1,1,55,800,800,40,0.1275,102,NULL,NULL,NULL,NULL
london,1,1,55,1100,800,40,0.4175,334,NULL,NULL,NULL,NULL
london,1,1,55,1300,800,40,0.64875,519,NULL,NULL,NULL,NULL
london,1,1,55,1500,800,40,0.78875,631,NULL,NULL,NULL,NULL
london,1,1,55,2000,800,40,0.8275,662,NULL,NULL,NULL,NULL
london,1,1,55,2500,800,40,0.80625,645,NULL,NULL,NULL,NULL
london,1,1,55,3000,800,40,0.72375,579,NULL,NULL,NULL,NULL
london,1,1,55,3500,800,40,0.6,480,NULL,NULL,NULL,NULL
london,2,1,55,100,800,40,0.01,8,NULL,NULL,NULL,NULL
london,2,1,55,200,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,2,1,55,400,800,40,0.01625,13,NULL,NULL,NULL,NULL
london,2,1,55,600,800,40,0.02375,19,NULL,NULL,NULL,NULL
london,2,1,55,800,800,40,0.09,72,NULL,NULL,NULL,NULL
london,2,1,55,1100,800,40,0.315,252,NULL,NULL,NULL,NULL
london,2,1,55,1300,800,40,0.5775,462,NULL,NULL,NULL,NULL
london,2,1,55,1500,800,40,0.77875,623,NULL,NULL,NULL,NULL
london,2,1,55,2000,800,40,0.8425,674,NULL,NULL,NULL,NULL
london,2,1,55,2500,800,40,0.88125,705,NULL,NULL,NULL,NULL
london,2,1,55,3000,800,40,0.86,688,NULL,NULL,NULL,NULL
london,2,1,55,3500,800,40,0.79125,633,NULL,NULL,NULL,NULL
london,3,1,55,100,800,40,0.01,8,NULL,NULL,NULL,NULL
london,3,1,55,200,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,3,1,55,400,800,40,0.01875,15,NULL,NULL,NULL,NULL
london,3,1,55,600,800,40,0.0275,22,NULL,NULL,NULL,NULL
london,3,1,55,800,800,40,0.06125,49,NULL,NULL,NULL,NULL
london,3,1,55,1100,800,40,0.19375,155,NULL,NULL,NULL,NULL
london,3,1,55,1300,800,40,0.465,372,NULL,NULL,NULL,NULL
london,3,1,55,1500,800,40,0.70375,563,NULL,NULL,NULL,NULL
london,3,1,55,2000,800,40,0.8525,682,NULL,NULL,NULL,NULL
london,3,1,55,2500,800,40,0.8775,702,NULL,NULL,NULL,NULL
london,3,1,55,3000,800,40,0.8725,698,NULL,NULL,NULL,NULL
london,3,1,55,3500,800,40,0.8525,682,NULL,NULL,NULL,NULL
london,4,1,55,100,800,40,0.00375,3,NULL,NULL,NULL,NULL
london,4,1,55,200,800,40,0.0175,14,NULL,NULL,NULL,NULL
london,4,1,55,400,800,40,0.0225,18,NULL,NULL,NULL,NULL
london,4,1,55,600,800,40,0.0325,26,NULL,NULL,NULL,NULL
london,4,1,55,800,800,40,0.03875,31,NULL,NULL,NULL,NULL
london,4,1,55,1100,800,40,0.14375,115,NULL,NULL,NULL,NULL
london,4,1,55,1300,800,40,0.39,312,NULL,NULL,NULL,NULL
london,4,1,55,1500,800,40,0.64625,517,NULL,NULL,NULL,NULL
london,4,1,55,2000,800,40,0.85375,683,NULL,NULL,NULL,NULL
london,4,1,55,2500,800,40,0.8925,714,NULL,NULL,NULL,NULL
london,4,1,55,3000,800,40,0.895,716,NULL,NULL,NULL,NULL
london,4,1,55,3500,800,40,0.8775,702,NULL,NULL,NULL,NULL
london,5,1,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,5,1,55,200,800,40,0.005,4,NULL,NULL,NULL,NULL
london,5,1,55,400,800,40,0.02125,17,NULL,NULL,NULL,NULL
london,5,1,55,600,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,5,1,55,800,800,40,0.05125,41,NULL,NULL,NULL,NULL
london,5,1,55,1100,800,40,0.11125,89,NULL,NULL,NULL,NULL
london,5,1,55,1300,800,40,0.28875,231,NULL,NULL,NULL,NULL
london,5,1,55,1500,800,40,0.54375,435,NULL,NULL,NULL,NULL
london,5,1,55,2000,800,40,0.82125,657,NULL,NULL,NULL,NULL
london,5,1,55,2500,800,40,0.885,708,NULL,NULL,NULL,NULL
london,5,1,55,3000,800,40,0.91625,733,NULL,NULL,NULL,NULL
london,5,1,55,3500,800,40,0.915,732,NULL,NULL,NULL,NULL
london,6,1,55,100,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,6,1,55,200,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,6,1,55,400,800,40,0.0225,18,NULL,NULL,NULL,NULL
london,6,1,55,600,800,40,0.035,28,NULL,NULL,NULL,NULL
london,6,1,55,800,800,40,0.05125,41,NULL,NULL,NULL,NULL
london,6,1,55,1100,800,40,0.09,72,NULL,NULL,NULL,NULL
london,6,1,55,1300,800,40,0.20625,165,NULL,NULL,NULL,NULL
london,6,1,55,1500,800,40,0.45125,361,NULL,NULL,NULL,NULL
london,6,1,55,2000,800,40,0.7325,586,NULL,NULL,NULL,NULL
london,6,1,55,2500,800,40,0.8725,698,NULL,NULL,NULL,NULL
london,6,1,55,3000,800,40,0.92375,739,NULL,NULL,NULL,NULL
london,6,1,55,3500,800,40,0.9125,730,NULL,NULL,NULL,NULL
london,7,1,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
london,7,1,55,200,800,40,0.0075,6,NULL,NULL,NULL,NULL
london,7,1,55,400,800,40,0.03,24,NULL,NULL,NULL,NULL
london,7,1,55,600,800,40,0.02875,23,NULL,NULL,NULL,NULL
london,7,1,55,800,800,40,0.03875,31,NULL,NULL,NULL,NULL
london,7,1,55,1100,800,40,0.05875,47,NULL,NULL,NULL,NULL
london,7,1,55,1300,800,40,0.15125,121,NULL,NULL,NULL,NULL
london,7,1,55,1500,800,40,0.3325,266,NULL,NULL,NULL,NULL
london,7,1,55,2000,800,40,0.7025,562,NULL,NULL,NULL,NULL
london,7,1,55,2500,800,40,0.86375,691,NULL,NULL,NULL,NULL
london,7,1,55,3000,800,40,0.9225,738,NULL,NULL,NULL,NULL
london,7,1,55,3500,800,40,0.91875,735,NULL,NULL,NULL,NULL
london,8,1,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,8,1,55,200,800,40,0.00375,3,NULL,NULL,NULL,NULL
london,8,1,55,400,800,40,0.0275,22,NULL,NULL,NULL,NULL
london,8,1,55,600,800,40,0.02875,23,NULL,NULL,NULL,NULL
london,8,1,55,800,800,40,0.04,32,NULL,NULL,NULL,NULL
london,8,1,55,1100,800,40,0.06,48,NULL,NULL,NULL,NULL
london,8,1,55,1300,800,40,0.12875,103,NULL,NULL,NULL,NULL
london,8,1,55,1500,800,40,0.25125,201,NULL,NULL,NULL,NULL
london,8,1,55,2000,800,40,0.62,496,NULL,NULL,NULL,NULL
london,8,1,55,2500,800,40,0.79125,633,NULL,NULL,NULL,NULL
london,8,1,55,3000,800,40,0.9175,734,NULL,NULL,NULL,NULL
london,8,1,55,3500,800,40,0.92375,739,NULL,NULL,NULL,NULL
madrid,4,1,55,100,800,40,0.01125,9,NULL,NULL,NULL,NULL
madrid,4,1,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,4,1,55,400,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,4,1,55,600,800,40,0.025,20,NULL,NULL,NULL,NULL
madrid,4,1,55,800,800,40,0.05625,45,NULL,NULL,NULL,NULL
madrid,4,1,55,1100,800,40,0.0775,62,NULL,NULL,NULL,NULL
madrid,4,1,55,1300,800,40,0.1,80,NULL,NULL,NULL,NULL
madrid,4,1,55,1500,800,40,0.215,172,NULL,NULL,NULL,NULL
madrid,4,1,55,2000,800,40,0.4575,366,NULL,NULL,NULL,NULL
madrid,4,1,55,2500,800,40,0.605,484,NULL,NULL,NULL,NULL
madrid,4,1,55,3000,800,40,0.72125,577,NULL,NULL,NULL,NULL
madrid,4,1,55,3500,800,40,0.7775,622,NULL,NULL,NULL,NULL
madrid,4,2,55,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,4,2,55,200,800,40,0.00875,7,NULL,NULL,NULL,NULL
madrid,4,2,55,400,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,4,2,55,600,800,40,0.03625,29,NULL,NULL,NULL,NULL
madrid,4,2,55,800,800,40,0.05625,45,NULL,NULL,NULL,NULL
madrid,4,2,55,1100,800,40,0.075,60,NULL,NULL,NULL,NULL
madrid,4,2,55,1300,800,40,0.11625,93,NULL,NULL,NULL,NULL
madrid,4,2,55,1500,800,40,0.22,176,NULL,NULL,NULL,NULL
madrid,4,2,55,2000,800,40,0.49125,393,NULL,NULL,NULL,NULL
madrid,4,2,55,2500,800,40,0.635,508,NULL,NULL,NULL,NULL
madrid,4,2,55,3000,800,40,0.71125,569,NULL,NULL,NULL,NULL
madrid,4,2,55,3500,800,40,0.79,632,NULL,NULL,NULL,NULL
madrid,4,3,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
madrid,4,3,55,200,800,40,0.005,4,NULL,NULL,NULL,NULL
madrid,4,3,55,400,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,4,3,55,600,800,40,0.0225,18,NULL,NULL,NULL,NULL
madrid,4,3,55,800,800,40,0.0475,38,NULL,NULL,NULL,NULL
madrid,4,3,55,1100,800,40,0.07875,63,NULL,NULL,NULL,NULL
madrid,4,3,55,1300,800,40,0.11,88,NULL,NULL,NULL,NULL
madrid,4,3,55,1500,800,40,0.1975,158,NULL,NULL,NULL,NULL
madrid,4,3,55,2000,800,40,0.4775,382,NULL,NULL,NULL,NULL
madrid,4,3,55,2500,800,40,0.6025,482,NULL,NULL,NULL,NULL
madrid,4,3,55,3000,800,40,0.7175,574,NULL,NULL,NULL,NULL
madrid,4,3,55,3500,800,40,0.78,624,NULL,NULL,NULL,NULL
madrid,4,4,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
madrid,4,4,55,200,800,40,0.005,4,NULL,NULL,NULL,NULL
madrid,4,4,55,400,800,40,0.00625,5,NULL,NULL,NULL,NULL
madrid,4,4,55,600,800,40,0.0175,14,NULL,NULL,NULL,NULL
madrid,4,4,55,800,800,40,0.045,36,NULL,NULL,NULL,NULL
madrid,4,4,55,1100,800,40,0.08,64,NULL,NULL,NULL,NULL
madrid,4,4,55,1300,800,40,0.1175,94,NULL,NULL,NULL,NULL
madrid,4,4,55,1500,800,40,0.23375,187,NULL,NULL,NULL,NULL
madrid,4,4,55,2000,800,40,0.50875,407,NULL,NULL,NULL,NULL
madrid,4,4,55,2500,800,40,0.62625,501,NULL,NULL,NULL,NULL
madrid,4,4,55,3000,800,40,0.6775,542,NULL,NULL,NULL,NULL
madrid,4,4,55,3500,800,40,0.76625,613,NULL,NULL,NULL,NULL
madrid,4,5,55,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
madrid,4,5,55,200,800,40,0.00375,3,NULL,NULL,NULL,NULL
madrid,4,5,55,400,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,4,5,55,600,800,40,0.01625,13,NULL,NULL,NULL,NULL
madrid,4,5,55,800,800,40,0.04875,39,NULL,NULL,NULL,NULL
madrid,4,5,55,1100,800,40,0.09125,73,NULL,NULL,NULL,NULL
madrid,4,5,55,1300,800,40,0.1275,102,NULL,NULL,NULL,NULL
madrid,4,5,55,1500,800,40,0.215,172,NULL,NULL,NULL,NULL
madrid,4,5,55,2000,800,40,0.485,388,NULL,NULL,NULL,NULL
madrid,4,5,55,2500,800,40,0.635,508,NULL,NULL,NULL,NULL
madrid,4,5,55,3000,800,40,0.7,560,NULL,NULL,NULL,NULL
madrid,4,5,55,3500,800,40,0.7525,602,NULL,NULL,NULL,NULL
madrid,4,6,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
madrid,4,6,55,200,800,40,0.0025,2,NULL,NULL,NULL,NULL
madrid,4,6,55,400,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,4,6,55,600,800,40,0.0225,18,NULL,NULL,NULL,NULL
madrid,4,6,55,800,800,40,0.05875,47,NULL,NULL,NULL,NULL
madrid,4,6,55,1100,800,40,0.08875,71,NULL,NULL,NULL,NULL
madrid,4,6,55,1300,800,40,0.11625,93,NULL,NULL,NULL,NULL
madrid,4,6,55,1500,800,40,0.215,172,NULL,NULL,NULL,NULL
madrid,4,6,55,2000,800,40,0.46375,371,NULL,NULL,NULL,NULL
madrid,4,6,55,2500,800,40,0.61375,491,NULL,NULL,NULL,NULL
madrid,4,6,55,3000,800,40,0.70625,565,NULL,NULL,NULL,NULL
madrid,4,6,55,3500,800,40,0.75125,601,NULL,NULL,NULL,NULL
madrid,4,7,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
madrid,4,7,55,200,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,4,7,55,400,800,40,0.0175,14,NULL,NULL,NULL,NULL
madrid,4,7,55,600,800,40,0.0175,14,NULL,NULL,NULL,NULL
madrid,4,7,55,800,800,40,0.05125,41,NULL,NULL,NULL,NULL
madrid,4,7,55,1100,800,40,0.0875,70,NULL,NULL,NULL,NULL
madrid,4,7,55,1300,800,40,0.11875,95,NULL,NULL,NULL,NULL
madrid,4,7,55,1500,800,40,0.23375,187,NULL,NULL,NULL,NULL
madrid,4,7,55,2000,800,40,0.47875,383,NULL,NULL,NULL,NULL
madrid,4,7,55,2500,800,40,0.62375,499,NULL,NULL,NULL,NULL
madrid,4,7,55,3000,800,40,0.72125,577,NULL,NULL,NULL,NULL
madrid,4,7,55,3500,800,40,0.77,616,NULL,NULL,NULL,NULL
madrid,4,8,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
madrid,4,8,55,200,800,40,0.00875,7,NULL,NULL,NULL,NULL
madrid,4,8,55,400,800,40,0.00875,7,NULL,NULL,NULL,NULL
madrid,4,8,55,600,800,40,0.025,20,NULL,NULL,NULL,NULL
madrid,4,8,55,800,800,40,0.05,40,NULL,NULL,NULL,NULL
madrid,4,8,55,1100,800,40,0.1025,82,NULL,NULL,NULL,NULL
madrid,4,8,55,1300,800,40,0.1125,90,NULL,NULL,NULL,NULL
madrid,4,8,55,1500,800,40,0.2225,178,NULL,NULL,NULL,NULL
madrid,4,8,55,2000,800,40,0.5025,402,NULL,NULL,NULL,NULL
madrid,4,8,55,2500,800,40,0.615,492,NULL,NULL,NULL,NULL
madrid,4,8,55,3000,800,40,0.69,552,NULL,NULL,NULL,NULL
madrid,4,8,55,3500,800,40,0.77,616,NULL,NULL,NULL,NULL
madrid,1,1,55,100,800,40,0.0025,2,NULL,NULL,NULL,NULL
madrid,1,1,55,200,800,40,0.00375,3,NULL,NULL,NULL,NULL
madrid,1,1,55,400,800,40,0.02875,23,NULL,NULL,NULL,NULL
madrid,1,1,55,600,800,40,0.06875,55,NULL,NULL,NULL,NULL
madrid,1,1,55,800,800,40,0.11625,93,NULL,NULL,NULL,NULL
madrid,1,1,55,1100,800,40,0.165,132,NULL,NULL,NULL,NULL
madrid,1,1,55,1300,800,40,0.225,180,NULL,NULL,NULL,NULL
madrid,1,1,55,1500,800,40,0.3475,278,NULL,NULL,NULL,NULL
madrid,1,1,55,2000,800,40,0.55,440,NULL,NULL,NULL,NULL
madrid,1,1,55,2500,800,40,0.62375,499,NULL,NULL,NULL,NULL
madrid,1,1,55,3000,800,40,0.65125,521,NULL,NULL,NULL,NULL
madrid,1,1,55,3500,800,40,0.605,484,NULL,NULL,NULL,NULL
madrid,2,1,55,100,800,40,0.00125,1,NULL,NULL,NULL,NULL
madrid,2,1,55,200,800,40,0.00125,1,NULL,NULL,NULL,NULL
madrid,2,1,55,400,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,2,1,55,600,800,40,0.04375,35,NULL,NULL,NULL,NULL
madrid,2,1,55,800,800,40,0.0875,70,NULL,NULL,NULL,NULL
madrid,2,1,55,1100,800,40,0.1225,98,NULL,NULL,NULL,NULL
madrid,2,1,55,1300,800,40,0.19375,155,NULL,NULL,NULL,NULL
madrid,2,1,55,1500,800,40,0.27125,217,NULL,NULL,NULL,NULL
madrid,2,1,55,2000,800,40,0.5875,470,NULL,NULL,NULL,NULL
madrid,2,1,55,2500,800,40,0.6725,538,NULL,NULL,NULL,NULL
madrid,2,1,55,3000,800,40,0.7475,598,NULL,NULL,NULL,NULL
madrid,2,1,55,3500,800,40,0.7875,630,NULL,NULL,NULL,NULL
madrid,3,1,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
madrid,3,1,55,200,800,40,0.00375,3,NULL,NULL,NULL,NULL
madrid,3,1,55,400,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,3,1,55,600,800,40,0.0325,26,NULL,NULL,NULL,NULL
madrid,3,1,55,800,800,40,0.0725,58,NULL,NULL,NULL,NULL
madrid,3,1,55,1100,800,40,0.1075,86,NULL,NULL,NULL,NULL
madrid,3,1,55,1300,800,40,0.15125,121,NULL,NULL,NULL,NULL
madrid,3,1,55,1500,800,40,0.255,204,NULL,NULL,NULL,NULL
madrid,3,1,55,2000,800,40,0.54375,435,NULL,NULL,NULL,NULL
madrid,3,1,55,2500,800,40,0.66,528,NULL,NULL,NULL,NULL
madrid,3,1,55,3000,800,40,0.73625,589,NULL,NULL,NULL,NULL
madrid,3,1,55,3500,800,40,0.79,632,NULL,NULL,NULL,NULL
madrid,4,1,55,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,4,1,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,4,1,55,400,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,4,1,55,600,800,40,0.02,16,NULL,NULL,NULL,NULL
madrid,4,1,55,800,800,40,0.055,44,NULL,NULL,NULL,NULL
madrid,4,1,55,1100,800,40,0.1025,82,NULL,NULL,NULL,NULL
madrid,4,1,55,1300,800,40,0.1275,102,NULL,NULL,NULL,NULL
madrid,4,1,55,1500,800,40,0.1975,158,NULL,NULL,NULL,NULL
madrid,4,1,55,2000,800,40,0.4775,382,NULL,NULL,NULL,NULL
madrid,4,1,55,2500,800,40,0.6425,514,NULL,NULL,NULL,NULL
madrid,4,1,55,3000,800,40,0.68125,545,NULL,NULL,NULL,NULL
madrid,4,1,55,3500,800,40,0.76375,611,NULL,NULL,NULL,NULL
madrid,5,1,55,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
madrid,5,1,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
madrid,5,1,55,400,800,40,0.005,4,NULL,NULL,NULL,NULL
madrid,5,1,55,600,800,40,0.01125,9,NULL,NULL,NULL,NULL
madrid,5,1,55,800,800,40,0.03,24,NULL,NULL,NULL,NULL
madrid,5,1,55,1100,800,40,0.05,40,NULL,NULL,NULL,NULL
madrid,5,1,55,1300,800,40,0.095,76,NULL,NULL,NULL,NULL
madrid,5,1,55,1500,800,40,0.17375,139,NULL,NULL,NULL,NULL
madrid,5,1,55,2000,800,40,0.46875,375,NULL,NULL,NULL,NULL
madrid,5,1,55,2500,800,40,0.54875,439,NULL,NULL,NULL,NULL
madrid,5,1,55,3000,800,40,0.68625,549,NULL,NULL,NULL,NULL
madrid,5,1,55,3500,800,40,0.74,592,NULL,NULL,NULL,NULL
madrid,6,1,55,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,6,1,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
madrid,6,1,55,400,800,40,0.005,4,NULL,NULL,NULL,NULL
madrid,6,1,55,600,800,40,0.00875,7,NULL,NULL,NULL,NULL
madrid,6,1,55,800,800,40,0.03,24,NULL,NULL,NULL,NULL
madrid,6,1,55,1100,800,40,0.04375,35,NULL,NULL,NULL,NULL
madrid,6,1,55,1300,800,40,0.0725,58,NULL,NULL,NULL,NULL
madrid,6,1,55,1500,800,40,0.135,108,NULL,NULL,NULL,NULL
madrid,6,1,55,2000,800,40,0.38375,307,NULL,NULL,NULL,NULL
madrid,6,1,55,2500,800,40,0.53125,425,NULL,NULL,NULL,NULL
madrid,6,1,55,3000,800,40,0.64,512,NULL,NULL,NULL,NULL
madrid,6,1,55,3500,800,40,0.68875,551,NULL,NULL,NULL,NULL
madrid,7,1,55,100,800,40,0.01125,9,NULL,NULL,NULL,NULL
madrid,7,1,55,200,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,7,1,55,400,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,7,1,55,600,800,40,0.01,8,NULL,NULL,NULL,NULL
madrid,7,1,55,800,800,40,0.01375,11,NULL,NULL,NULL,NULL
madrid,7,1,55,1100,800,40,0.03625,29,NULL,NULL,NULL,NULL
madrid,7,1,55,1300,800,40,0.06375,51,NULL,NULL,NULL,NULL
madrid,7,1,55,1500,800,40,0.10375,83,NULL,NULL,NULL,NULL
madrid,7,1,55,2000,800,40,0.3475,278,NULL,NULL,NULL,NULL
madrid,7,1,55,2500,800,40,0.49,392,NULL,NULL,NULL,NULL
madrid,7,1,55,3000,800,40,0.56375,451,NULL,NULL,NULL,NULL
madrid,7,1,55,3500,800,40,0.65625,525,NULL,NULL,NULL,NULL
madrid,8,1,55,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,8,1,55,200,800,40,0.00125,1,NULL,NULL,NULL,NULL
madrid,8,1,55,400,800,40,0.0075,6,NULL,NULL,NULL,NULL
madrid,8,1,55,600,800,40,0.0075,6,NULL,NULL,NULL,NULL
